id,news,trigger,object,subject,time,location
125,3月19日，江西省发布《关于打好“组合拳”提振旅游消费的通知》,发布,江西省,关于打好“组合拳”提振旅游消费的通知,3月19日,
126,随后，浙江省出台16项提振消费举措，提出鼓励实施一周4.5天弹性工作制，支持有条件的机关、社会团体、企事业单位落实带薪休假制度,提出,浙江省,鼓励实施一周4.5天弹性工作制,,
126,随后，浙江省出台16项提振消费举措，提出鼓励实施一周4.5天弹性工作制，支持有条件的机关、社会团体、企事业单位落实带薪休假制度,支持,浙江省,有条件的机关、社会团体、企事业单位落实带薪休假制度,一周4.5天,
126,随后，浙江省出台16项提振消费举措，提出鼓励实施一周4.5天弹性工作制，支持有条件的机关、社会团体、企事业单位落实带薪休假制度,出台,浙江省,16项提振消费举措,,
127,记者注意到，虽然多数地区在政府部门推进落实错峰休假制度，但在具体执行上却停留在政策鼓励层面,推进,政府部门,落实错峰休假制度,,
129,会议透露，川渝两地间已初步建立了跨区域转移接续和互认互贷机制，职工在成渝地区间转移住房公积金，由“两地跑”变为“一地办”，办理时间由1个月压缩为2个至3个工作日，办理要件简化为一张表，真正实现了“账随人走、钱随账走”,建立,川渝两地间,跨区域转移接续和互认互贷机制,1个月,
130,早在2015年9月份，住房和城乡建设部、财政部、中国人民银行就发布了《关于切实提高住房公积金使用效率的通知》提出，全面推行异地贷款业务,发布,中国人民银行,关于切实提高住房公积金使用效率的通知,2015年9月份,
130,早在2015年9月份，住房和城乡建设部、财政部、中国人民银行就发布了《关于切实提高住房公积金使用效率的通知》提出，全面推行异地贷款业务,提出,中国人民银行,全面推行异地贷款业务,2015年9月份,
131,记者了解到，目前包括武汉、南昌等城市在内的长江中游城市群省会城市，以及淮海经济区10城已先后推出公积金互认互贷措施,推出,包括武汉、南昌等城市在内的长江中游城市群,公积金互认互贷措施,,
132,近日，又传出广州住房公积金管理中心手机端业务系统升级上线，新增首次提取申请、贷款申请和异地账户转入等功能，实现提取业务、异地转入无需再跑腿，贷款“只跑一次”,实现,广州住房公积金管理中心手机端业务系统,提取业务、异地转入无需再跑腿，贷款“只跑一次,,
132,近日，又传出广州住房公积金管理中心手机端业务系统升级上线，新增首次提取申请、贷款申请和异地账户转入等功能，实现提取业务、异地转入无需再跑腿，贷款“只跑一次”,新增,广州住房公积金管理中心手机端业务系统,首次提取申请、贷款申请和异地账户转入等功能,,
135,在山东济南，考虑到家中孩子年幼，更容易感染病菌，市民张雅萍一家也在疫情期间选择分餐，至今已经坚持两个来月,选择,市民张雅萍一家,分餐,,山东济南
138,这些因素也都进一步影响了北线—东北线的扑救进展,影响,这些因素,北线—东北线的扑救进展,,
139,据统计，截至4日木里县森林火灾已投入扑救人员4876人，包括森林消防、地方专业扑火队伍、应急民兵以及群众等,投入,木里县森林火灾,扑救人员4876人,4日,
140,在亚太区，百事公司投入330万美元帮助最贫困的人群，包括在菲律宾、泰国、越南和澳大利亚开展发放超市礼品券项目，为偏远家庭发放食品包,投入,百事公司,330万美元,,亚太区
140,在亚太区，百事公司投入330万美元帮助最贫困的人群，包括在菲律宾、泰国、越南和澳大利亚开展发放超市礼品券项目，为偏远家庭发放食品包,发放,百事公司,超市礼品券项目,,澳大利亚
141,江涛时刻关注这些航班的保障情况，直到最后顺利完成，他才放心休息,关注,江涛,这些航班的保障情况,,
143,按照民航局、民航中南局统一部署，江涛配合省市有关部门，一方面协调解决滞留境外的湖北籍旅客返汉问题，确保医护人员及全球各地防疫物资迅速运抵湖北，一方面积极发挥通航大省优势，针对救援物资短途运输需求，在全省14家请战通航企业中选拔组建了“湖北省防疫物资通航运输队”,解决,江涛,滞留境外的湖北籍旅客返汉问题,,
143,按照民航局、民航中南局统一部署，江涛配合省市有关部门，一方面协调解决滞留境外的湖北籍旅客返汉问题，确保医护人员及全球各地防疫物资迅速运抵湖北，一方面积极发挥通航大省优势，针对救援物资短途运输需求，在全省14家请战通航企业中选拔组建了“湖北省防疫物资通航运输队”,组建,江涛,湖北省防疫物资通航运输队,,
148,2016年年底，她购买了该酒店的VIP卡并充值5000元，2017年“双十一”活动期间又充值了2000元，现在卡里约3000元未消费金额打了水漂,购买,她,该酒店的VIP卡,2016年年底,
149,2018年8月，家住北京丰台区的班女士在家附近的浩沙健身（方庄店）办理了一张健身年卡，并在店员推荐下购买了私教课程，总计花费一万余元，而在浩沙健身崩盘之际，其购买的大部分课程均未消费,购买,家住北京丰台区的班女士,私教课程,2018年8月,家附近的浩沙健身（方庄店）
149,2018年8月，家住北京丰台区的班女士在家附近的浩沙健身（方庄店）办理了一张健身年卡，并在店员推荐下购买了私教课程，总计花费一万余元，而在浩沙健身崩盘之际，其购买的大部分课程均未消费,办理,家住北京丰台区的班女士,一张健身年卡,,家附近的浩沙健身（方庄店）
152,继俄罗斯央行公布4月1日起停止购金后，全球最大黄金需求国之一的印度黄金价格贴水近期涨至6个月最高水平,公布,俄罗斯央行,4月1日起停止购金,,
153,俄罗斯暂停购买黄金，可能在于油价暴跌导致石油收入减少所造成的购买力下降，随着本周油价底部企稳反弹，这一限制可能会再度解除,暂停购买,俄罗斯,黄金,,
154,在江西省南昌县蒋巷镇，当地农民驾驶拖拉机在高标准农田里进行春耕翻地作业,驾驶,当地农民,拖拉机,,江西省南昌县蒋巷镇
155,“我们从2016年开始生产植保无人机，刚开始一年只能卖300台，这两年市场需求很火，预计今年销量将突破1000台,生产,我们,植保无人机,2016年,
156,图集一汽-大众销售有限责任公司日前宣布，自2020年4月3日起，王胜利出任一汽-大众销售有限责任公司执行副总经理、大众品牌执行总监，负责一汽-大众大众品牌的营销工作,出任,王胜利,一汽-大众销售有限责任公司执行副总经理、大众品牌执行总监,2020年4月3日起,
159,图集3月27日，旭辉控股（00884.HK，以下简称“旭辉”）发布了2019年年度业绩,发布,旭辉控股,2019年年度业绩,3月27日,
160,旭辉宣布，2019年分红计划每股派息34港分，另外面对今年市场的挑战，还将加派“公司成立20周年”特别股息4港分，与投资者同舟共济，合计派系38港分，再创新高,宣布,旭辉,2019年分红计划每股派息34港分,,
160,旭辉宣布，2019年分红计划每股派息34港分，另外面对今年市场的挑战，还将加派“公司成立20周年”特别股息4港分，与投资者同舟共济，合计派系38港分，再创新高,加派,旭辉,公司成立20周年”特别股息4港分,,
161,同日，林氏家族亦购买100万美元旭辉控股2025年到期美元债，体现出大股东、管理层对公司价值的信心,购买,林氏家族,100万美元旭辉控股2025年到期美元债,,
162,值得一提的是，旭辉还为员工建立了完善的培训体系，早在五、六年前就开设了“旭辉学院”，2020年更是将其升级为旭辉大学,建立,旭辉,完善的培训体系,,
163,针对2020年初突发的新冠肺炎疫情，旭辉勇担责任、积极应对、快速行动，第一时间成立抗疫专项基金捐助2000万元，用于购买和调集医疗物资送往疫区，以及补助驰援武汉的医护工作者,成立,旭辉勇,抗疫专项基金,,
164,商务部消费促进司副司长王斌指出，中国是世界第一大粮食生产国和消费国,指出,商务部消费促进司副司长王斌,中国是世界第一大粮食生产国和消费国,,
165,新华社武汉4月6日电（记者王贤、梁建强）湖北省新冠肺炎疫情防控指挥部近日发出《关于进一步加强爱国卫生运动切实做好新冠肺炎疫情防控工作的通知》，结合当前疫情防控形势和第32个爱国卫生月“防疫有我、爱卫同行”活动主题，将部署实施十大行动，全方位多层次推进爱国卫生运动，合力打赢疫情防控的人民战争、总体战、阻击战,发出,湖北省新冠肺炎疫情防控指挥部,《关于进一步加强爱国卫生运动切实做好新冠肺炎疫情防控工作的通知》,,
167,“老胡”今年2月上旬因发热、胸闷、恶心、腹痛等症状就医，在无创呼吸及插管通气等措施收效不大的情况下，于2月25日开始接入ECMO支持，并于3月15日转入武汉市肺科医院,转入,老胡,武汉市肺科医院,3月15日,
167,“老胡”今年2月上旬因发热、胸闷、恶心、腹痛等症状就医，在无创呼吸及插管通气等措施收效不大的情况下，于2月25日开始接入ECMO支持，并于3月15日转入武汉市肺科医院,接入,老胡,ECMO支持,2月25日,
